Company Name,Year_Funded,Founded_in,Industry,Round/Series,Amount,Location,About Company,Investors
Rockmetric,2018,2017,Information Technology,Grant,—,"Mumbai, Maharashtra, India","Smarter analytics to understand how each customer uses your product. Drive growth in conversion, retention and engagement.",
Classworks India,2018,2016,"Education, Information Technology, Internet, Mobile, Software",Undisclosed,"₹ 1,00,000.00","Chennai, Tamil Nadu, India","Saas, Web App, Mobile App, School Education",
Snapmint,2018,2017,"Consumer Lending, Financial Services, Lending, Personal Finance",Seed,—,"Mumbai, Maharashtra, India","Snapmint facilitates simplified, fairly-priced and hassle-free EMI options without a Credit Card.",
artbandhu,2018,2015,"Digital Media, Internet, Media and Entertainment, Online Portals, Social Media",Pre-Seed,"$ 15,000.00","Bangalore, Karnataka, India",Ai platform for Art and Creative Community,
Survaider,2018,2014,"Business Intelligence, Customer Service, Market Research, SaaS",Seed,500000,"Bengaluru, Karnataka, India",Stethoscope for customer feedback !,
Credy,2018,2015,"Credit, Financial Services, FinTech, Lending",Seed,1400000,"Bengaluru, Karnataka, India",Credy is a fintech platform that connects borrowers seeking capital with lenders seeking market beating returns.,
iChamp,2018,2008,E-Learning,Seed,5000000,"Gurgaon, Haryana, India",iChamp is an e education innovation product from RNM E-Services Pvt Ltd.,
Qandle,2018,2020,Software,Seed,1200000,"Gurgaon, Haryana, India",A cloud-based HR management and employee engagement platform.,
Avishkaar Box,2018,2017,"Children, Education, Parenting",Seed,"₹ 5,00,00,000.00","Delhi, Delhi, India","Avishkaar Box is just not another box full of material rather it is a well researched, thought through solution",
Gegadyne Energy,2018,1998,"Automotive, Battery, Energy, Energy Storage",Angel,—,"Mumbai, Maharashtra, India",A Mumbai-based startup Electric Vehicle (EV) & Energy Storage company.,
HyperXchange,2018,2019,"E-Commerce, Mobile, Sharing Economy",Series A,1000000,"Pune, Maharashtra, India",hyperXchange is India's fastest growing O2O marketplace for premium refurb gadgets,
Deftouch,2018,2019,—,Seed,—,"Bangalore, Karnataka, India",Deftouch is a mobile game development company that currently focuses on winning the Cricket gaming market with a social multiplayer game.,
Doodhwala,2018,2016,"Food Delivery, Organic, Organic Food",Seed,2200000,"Bengaluru, Karnataka, India",Doodhwala is an online milk delivery startup that offers over 70 varieties of milk along with a plan based on clients' requirement.,
DronaHQ,2018,2019,Mobile,Angel,500000,"Mumbai, Maharashtra, India",DronaHQ is an enterprise mobile engagement platform.,
FastFox,2018,2016,Rental,Series A,"₹ 10,00,00,000.00","Gurgaon, Haryana, India",FastFox: Market Network for Home Rentals (India),
BuyForexOnline,2018,2018,Travel,https://docs.google.com/spreadsheets/d/1x9ziNeaz6auNChIHnMI8U6kS7knTr3byy_YBGfQaoUA/edit#gid=1861303593,2000000,"Bangalore, Karnataka, India",BuyForexOnline.com is India's first completely online provider for buying Foreign Exchange.,
Colive.in,2018,2017,Consumer,Seed,1800000,"Bangalore, Karnataka, India",A technology powered network of Branded Serviced Homes conveniently located near educational institutions & workplaces.,
Agricxlab Private Limited,2018,2016,"B2B, Farming, Marketplace",Seed,500000,"Thane, Maharashtra, India",Online marketplace where farmers and traders can sell their produce to B2B buyers,
Corefactors,2018,2007,—,Seed,—,"Bangalore, Karnataka, India","Corefactors is a leading campaign management, business communication and analytics company.",
Fincash.com,2018,2020,Wealth Management,Seed,150000,"Mumbai, Maharashtra, India",A startup in the personal finance space in India .,
Pandorum Technologies,2018,2011,Biotechnology,Series A,3600000,"Bengaluru, Karnataka, India",Bengaluru based biotech startup.,
Shirsa Labs,2018,1982,"Education, Gaming, Training",Seed,500000,"Mumbai, Maharashtra, India",Shirsa Labs is a cognitive skill assessment and training portal that provides children with fun educational games.,
PetSutra,2018,2015,Veterinary,Seed,"₹ 95,00,000.00","Gurgaon, Haryana, India",Gurugram-based Online petcare platform.,
Awaaz De,2018,2015,"Internet, Mobile, Social Entrepreneurship, Telecommunications, Wireless",Angel,—,"Ahmedabad, Gujarat, India",Awwaz.De develops inclusive mobile solutions that enable organizations to achieve last-mile connectivity for social impact.,
PinkBlue,2018,2018,"Health Care, Hospital, Supply Chain Management",Seed,300000,"Bangalore, Karnataka, India",PinkBlue.in - Super-efficient supply-chain for clinical supplies,
Eduvanz,2018,2016,"Finance, Financial Services",Angel,500000,"Mumbai, Maharashtra, India","Eduvanz is new, innovative finance company, which is completely revolutionizing the student loan market.",
Rupeek,2018,2016,"Financial Services, Lending",Series A,6830000,"Bangalore, Karnataka, India",Rupeek is an asset backed online lending platform currently operating in the space of Gold loans.,
Backpacker Panda Holidays Private Limited,2018,2013,"Tourism, Travel",Series A,1400000,"Pune, Maharashtra, India",Backpacker Panda is creating an ecosystem for youth accommodation and travel.,
Shape (School Health and Physical Education),2018,2019,Education,Seed,200000,"Pune, Maharashtra, India",Physical education start up,
Placio,2018,2016,"Hospitality, Real Estate",Seed,2000000,"Noida, Uttar Pradesh, India",Placio is a student housing and a complete broker-free platform.,
Aviom India Housing Finance,2018,2008,Finance,Series A,"₹ 15,00,00,000.00","New Delhi, Delhi, India",Delhi based housing finance company.,
GenRobotic,2018,2016,Market Research,Seed,—,"Trivandrum, Kerala, India",A Robotic Company.,
HeyHolidays,2018,2017,"Tourism, Travel",Seed,1000000,"Bangalore, Karnataka, India","HeyHolidays, a global player in online vacation rentals.",
Pratilipi,2018,2011,"Digital Media, EBooks, Publishing, Reading Apps",Series A,4300000,"Bengaluru, Karnataka, India",Amazon's Kindle Direct Publishing for Indian Languages,
SectorQube,2018,2019,"Consumer Electronics, Embedded Systems, Hardware, Smart Building, Software",Seed,—,"Ernakulam, Kerala, India",SectorQube develops smart kitchen devices that make food automatically.,
Food Memories,2018,2020,"Food and Beverage, Food Processing",Seed,—,"Ahmedabad, Gujarat, India",Iconic Indian Delicacies from the most renowned vendors of India Delivered Globally.,
ZAMROO,2018,2017,"Internet, Marketplace, Shopping",Seed,—,"India, Asia",Zamroo is a growing mobile marketplace that allows users to buy and sell locally.,
Silversparro Technologies Pvt. Ltd,2018,2015,"Analytics, Computer Vision, Enterprise Software, Machine Learning, Natural Language Processing, Speech Recognition",Seed,300000,"Gurgaon, Haryana, India",Silversparro is a deep learning technology solution provider.,
Creator’s Gurukul,2018,2020,Facilities Support Services,Angel,—,"Gurgaon, Haryana, India",A coworking space provider.,
Emflux Motors,2018,2015,"Automotive, Electric Vehicle, Energy",Seed,364846,"Bengaluru, Karnataka, India",Emflux Motors is committed to bring clean and sustainable energy into a state of universal acceptance through technological innovation.,
Tricog Health Services Pvt Ltd,2018,2016,"Health Care, Health Diagnostics, Predictive Analytics",Series A,4000000,"Bangalore, Karnataka, India",Predictive Healthcare Analytics Company,
Scapic,2018,2015,"Cloud Computing, Computer, SaaS, Software",Seed,500000,"Bangalore, Karnataka, India",Virtual/Augmented Reality Start Up .,
6Degree,2018,2017,"Fashion, Lifestyle, Retail",Seed,400000,"Mumbai, Maharashtra, India",A fashion enterprise that provides a launchpad to fashion talent and brands using a tech enabled platform,
Chrysalis (EZ Vidya),2018,2020,Education,Seed,—,"Chennai, Tamil Nadu, India",Chrysalis (EZ Vidya) is India’s leading educational research and innovation organization,
Ekincare,2018,2016,Medical,Series A,1500000,"Hyderabad, Andhra Pradesh, India",EKincare empowers you to take charge of your health by enabling you to monitor critical medical info and make it available anywhere.,
Streo,2018,2019,Music Streaming,Seed,—,"Gurgaon, Haryana, India","Live stream music from nightclubs, bars & festivals!",
Groww,2018,2019,"Finance, Impact Investing, Internet",Seed,120000,"Kormangala, Karnataka, India",Groww offers a new way of investing money.,
Cell Propulsion,2018,2009,—,Seed,"₹ 70,00,000.00","Bangalore, Karnataka, India",Cell Propulsion is an electric mobility startup that designs autonomous electric vehicles.,
Chezuba,2018,2020,"Internet, Social Entrepreneurship",Angel,"₹ 14,00,000.00","Hyderabad, Andhra Pradesh, India",Chezuba is a web-based platform enabling skilled professionals to volunteer online with Non-profits worldwide,
Ontrack Technologies Pvt. Ltd,2018,2014,Retail,Seed,—,"Bangalore, Karnataka, India",Ontrack provides affordable independent transport to those dependent on cabs and autos for commute by renting bikes on a monthly basis.,
Wealthtrust,2018,2014,"Finance, Impact Investing, Mobile Apps",Seed,500000,"Mumbai, Maharashtra, India",Wealthtrust offers a wealth manager application that enables its users to invest and manage their investments online.,
Faclon Labs,2018,2015,"Cloud Computing, Computer, Software",Seed,—,"Mumbai, Maharashtra, India",Faclon is an IoT and data analytics based tech startup building products to make cities and villages smart.,
Awign Enterprises,2018,2014,"Business Development, Market Research, Outsourcing",Seed,"₹ 5,00,00,000.00","Bangalore, Karnataka, India",Operations and manpower outsourcing startup,
CollPoll,2018,2019,Education,Seed,—,"Bangalore, Karnataka, India",World-class Enterprise System for Education.,
Zyla Health,2018,2017,"Health Care, Hospitality",Seed,—,"New Delhi, Delhi, India",Zyla is transforming the way healthcare is delivered in India with specific focus on high-risk chronic patients.,
Hubhopper,2018,2016,"Internet, Social News, Sports",Series A,500000,"Delhi, Delhi, India",Get your daily dose of interest as summaries from news and magazine stories .,
Rubix108 Technologies,2018,2019,Information Technology,Seed,1000000,"Pune, Maharashtra, India",Rubix Total App makes it effortless for Institutes to send home important information and updates about the day’s learning experiences.,
Workflexi,2018,2019,Human Resources,Seed,"₹ 1,00,00,000.00","Bangalore, Karnataka, India","Be Smart, Work on Contract,Be Smart, Hire on Contract",
Streak,2018,2017,Financial Services,Seed,"₹ 2,25,00,000.00","Bangalore, Karnataka, India",Algorithmic trading platform.,
Kuants,2018,2015,Financial Services,Seed,"₹ 50,00,000.00","Gurgaon, Haryana, India",Algorithmic trading platform.,
NiYO Solutions,2018,2020,"Finance, Financial Services, FinTech",Series A,13200000,"Bangalore, Karnataka, India",NiYO is a fintech company that helps salaried employees access company benefits and other financial services.,
Hippo Video,2018,2012,"Customer Service, Software, Video, Video Streaming",Seed,—,"Chennai, Tamil Nadu, India",A video recording and sharing software.,
Satvacart,2018,2018,"E-Commerce, Food Processing",Seed,—,"Gurgaon, Haryana, India",Satvacart is a Gurgaon’s largest online supermarket,
Daaki,2018,2015,Health Care,Angel,—,"Bangalore, Karnataka, India",Sports Nutrition startup,
Simulanis,2018,2011,Training,Seed,500000,"New Delhi, Delhi, India",A Delhi-based Augmented Reality and Virtual Reality technology development company.,
MY CHIRAAG CAB,2018,2018,Travel,Seed,1000000,"Jaipur, Rajasthan, India",MY CHIRAAG CAB SERVICES PVT LTD,
WOTU,2018,2014,Food and Beverage,Seed,—,"Bangalore, Karnataka, India",It operates a business-to-business e-commerce portal for food and beverages.,
Flathalt,2018,2020,—,Angel,50000,"Gurgaon, Haryana, India",FInd your Customized Home here.,
True Elements,2018,2016,"Dietary Supplements, Food and Beverage, Health Care, Organic Food, Snack Food",Seed,"₹ 5,00,00,000.00","Pune, Maharashtra, India",True elements offers a range of high-quality snacks and supplements that are inspired by natural foods consumed by our ancestors.,
Trendlyne Technologies,2018,2019,Financial Services,Seed,200000,"Bangalore, Karnataka, India",Trendlyne Technologies is a stock market analytics platform and marketplace for retail investors.,
Planys Technologies,2018,2015,"Manufacturing, Oil and Gas, Robotics",Series A,"₹ 14,02,00,000.00","Chennai, Tamil Nadu, India",Planys Technologies is India’s first and only manufacturer of compact ROVs providing underwater robotic inspection and survey solutions.,
HealthPlix,2018,2016,"Fitness, Health Care, Wellness",Series A,3000000,"Bangalore, Karnataka, India",HealthPlix is a healthtech startup,
dishq,2018,1995,—,Seed,400000,"Bengaluru, Karnataka, India",dishq leverages food science and machine learning (AI) to understand and predict people's tastes.,
Entropik Technology,2018,2013,"Artificial Intelligence, Computer, Machine Learning",Seed,1100000,"Bengaluru, Karnataka, India",The boundaries between Human and Machines are shrinking fast.,
myHQ,2018,2020,"Collaboration, Communities, Coworking, Sharing Economy",Series A,500000,"Delhi, Delhi, India",myHQ turns your everyday coffee space into a perfect work zone. Get an amazing work environment without paying any rent.,
Trell,2018,2018,—,Seed,1250000,"Bangalore City, Karnataka, India",Trell is a location based network which helps you in exploring amazing experiences and annotating places around you.,
Kidovators (by GyanLab),2018,2010,"Big Data, EdTech, Machine Learning",Seed,180000,"Bangalore, Karnataka, India",Building future human capital through 21st Century Skills programs for K-12,
Log 9 Materials,2018,2020,Nanotechnology,Seed,"₹ 3,00,00,000.00","Uttar Pradesh, India, Asia",Log 9 Materials is a nano-materials manufacturing and RnD startup,
VTION,2018,2016,"Analytics, Audio, Digital Media, Innovation Management, Internet Radio, Media and Entertainment",Seed,"₹ 1,92,00,000.00","Gurgaon, Haryana, India",VTION is a media technology innovation firm aiming to solve key problems in the media based ecosystem.,
HousingMan.com,2018,2020,—,Seed,"₹ 10,30,00,000.00","Bengaluru, Karnataka, India","New Apartments, Flats for Sale in Bangalore",
